Line,Product Family,Base Polymer,Base Type,Additional Treatment,Product Group,Color Group,Width Material Attri,Thickness Material A,Uptime,Rate,Yield,Quantity Good,Run Time Hours,Net Quantity Produced,Downtime,Sales Quantity in KG,Net Sales Quantity in KG,Gross Sales,Freight Revenue Subtotal,Total Gross Sales Revenue,Sales Discounts,Term (Cash) Discounts,Claims (Returns),Bonus (Rebates),Net Sales I,Sales Price net per KG,Commissions Expense primary,Commissions Expense secondary,Direct Sales Costs,Net Sales II,Material Costs,Subcontracting,Added Value,Packing Material (pallets only),Packaging Overhead Variable,Energy & Supplies Variable,Contribution Margin I - C,Personnel Direct,Personnel Indirect,Maintenance Fix,Other Fixed Overhead,Corporate Allocated Costs Prod,Contribution Margin II - C,Research & Development,Selling exp. (Condition),"General, & Administrative (Condition)",EBITDA before Allocations,EBITDA (€),Total Depreciation,EBIT,Product,EBITDA (€) Rank,EBITDA (€) / Hr
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,735,50,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,5909.0,5909.0,17136.1,0.0,17136.1,0.0,0.0,0.0,0.0,17136.1,2.9,-428.4,0.0,-3226.09,13910.01,9028.07,0.0,8108.03,200.35,21.23,915.98,3744.38,1218.82,2311.72,465.79,881.71,142.1,-1275.76,294.86,770.83,371.62,-2713.07,-2713.07,606.64,-3319.71,PVC-147/07-T25-GC-735-50,1905.0,-491.94309033677445
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,WH,715,40,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,8685.0,8685.0,43278.35,0.0,43278.35,0.0,0.0,0.0,0.0,43278.35,4.983114565342545,0.0,0.0,-711.49,42566.86,36391.44,0.0,6886.91,246.21,372.42,1219.12,4337.67,2423.63,1051.02,328.62,851.46,304.73,-621.79,433.38,1132.96,546.2,-2734.33,-2734.33,1333.26,-4067.59,PETG-G10F22-T52-WH-715-40,1906.0,-405.7386809671848
K18,Cards Overlay,PVC,278/01,SB6,Cards Coated Overlay,TP,1050,80,1.0,880.3,0.96,512001.7,609.0180555555554,536118.7,1.5505555555555555,4148.0,4148.0,19334.39,0.0,19334.39,0.0,-386.69,0.0,-773.38,18174.32,4.3814657666345225,0.0,0.0,-637.92,17536.4,10669.31,0.0,7505.01,409.3,29.17,1100.18,5328.44,2099.82,3007.08,784.95,892.17,140.52,-1596.1,153.48,724.16,260.86,-2734.6,-2734.6,761.61,-3496.21,PVC-278/01-SB6-TP-1050-80,1907.0,-580.3443539054966
K06,Shrink Sleeve,PVC,146/01,T05,Capsule (TDO),WH,358,75,0.64,1199.32,0.94,477546.3950000001,421.8319444444444,505911.39400000003,232.8038888888889,9357.1,9357.1,27826.33,0.0,27826.33,0.0,0.0,0.0,-834.78,26991.55,2.8846063417084347,0.0,0.0,-1972.53,25019.02,13851.45,0.0,13140.1,333.31,129.51,1501.57,9203.18,3578.53,2939.3,1088.75,1645.73,456.48,-505.61,466.94,1220.64,588.45,-2781.64,-2781.64,1118.46,-3900.1,PVC-146/01-T05-WH-358-75,1908.0,-356.52889087430935
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,265,140,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,8653.5,8653.5,21407.76,0.0,21407.76,0.0,0.0,-1631.32,0.0,19776.44,2.2853689258681458,0.0,0.0,-1040.18,18736.26,11576.59,0.0,8199.85,475.06,17.48,877.2,5789.93,2202.25,1947.93,791.2,1039.61,334.35,-525.41,458.46,1273.54,544.22,-2801.63,-2801.63,692.89,-3494.52,PVC-225/05-ZZZ-OP-265-140,1909.0,-335.73262768821866
K18,Cards Overlay,PVC,278/01,H140,Cards Coated Overlay-WF,GC,442,100,1.0,882.02,0.98,202306.0,234.72361111111113,207030.0,0.0008333333333333334,13929.9,13929.9,70661.2,0.0,70661.2,0.0,0.0,0.0,0.0,70661.2,5.0726279442063475,0.0,0.0,-2145.23,68515.97,35537.63,0.0,35123.57,2563.58,81.59,4090.92,26242.25,7955.82,11156.85,2711.32,3101.35,313.52,1003.39,515.41,2431.87,876.05,-2819.94,-2819.94,3301.6,-6121.54,PVC-278/01-H140-GC-442-100,1910.0,-178.55429535028966
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),GC,358,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,4639.5,4639.5,12691.04,0.0,12691.04,0.0,0.0,0.0,-380.74,12310.3,2.653367819808169,0.0,0.0,-913.66,11396.64,6983.77,0.0,5326.53,169.94,22.09,866.2,3354.64,1403.59,2236.61,446.08,875.2,131.53,-1738.37,231.52,605.23,291.78,-2866.9,-2866.9,633.87,-3500.77,PVC-146/19-T05-GC-358-75,1911.0,-698.4496325035026
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,955,40,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,3062.3,3062.3,8574.44,0.0,8574.44,0.0,0.0,0.0,0.0,8574.44,2.8,-300.11,-214.36,-1369.96,7204.48,5631.86,0.0,2942.58,118.29,12.08,566.12,876.13,715.85,1399.61,281.96,534.87,85.35,-2141.51,152.81,399.48,192.59,-2886.39,-2886.39,362.68,-3249.07,PVC-148/07-T35-GC-955-40,1912.0,-989.5803798125592
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,870,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,9907.4,9907.4,31373.17,0.0,31373.17,0.0,0.0,0.0,0.0,31373.17,3.1666400872075418,-848.49,0.0,-848.49,30524.68,18111.19,0.0,13261.98,444.96,165.51,1947.89,9855.13,2869.25,4148.77,1130.66,1884.61,308.42,-486.58,494.38,1292.41,623.08,-2896.45,-2896.45,1288.3,-4184.75,PVC-148/07-T35-GC-870-50,1913.0,-306.9376315178554
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,1500,140,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,13847.0,13847.0,31332.09,0.0,31332.09,-22.5,-80.08,0.0,-360.96,30868.55,2.2292590452805663,0.0,0.0,-1889.13,28979.42,17952.38,0.0,12916.17,651.21,18.71,1295.97,9061.15,2349.91,2626.88,1317.14,1408.42,620.34,738.46,733.6,2037.86,870.85,-2903.85,-2903.85,784.53,-3688.38,PVC-225/05-ZZZ-OP-1500-140,1914.0,-217.46684563443344
K10,Cards Core,PVC,230/58,ZZZ,Cards Core,WH,420,200,0.7,956.18,0.94,1323967.791,1470.1377777777773,1405711.791,636.7005555555555,8081.0,8081.0,16970.1,0.0,16970.1,0.0,0.0,0.0,0.0,16970.1,2.1,0.0,0.0,-1160.96,15809.14,9156.57,0.0,7813.53,183.28,30.42,790.69,5648.18,2496.8,2066.0,655.95,934.59,192.04,-697.2,299.0,1410.78,508.21,-2915.19,-2915.19,387.79,-3302.98,PVC-230/58-ZZZ-WH-420-200,1915.0,-344.93829652270756
K06,Shrink Sleeve,PVC,145/01,T02,Shrink Sleeve,GC,970,40,0.95,1270.8,0.95,821971.0649999997,682.0386111111112,866737.0639999998,39.206944444444446,4697.0,4697.0,10897.04,0.0,10897.04,0.0,0.0,0.0,0.0,10897.04,2.32,-381.4,-272.43,-1454.92,9442.12,6293.18,0.0,4603.86,139.77,15.13,764.91,2229.13,923.49,1874.14,381.49,713.16,117.89,-1781.04,234.38,612.72,295.39,-2923.53,-2923.53,480.34,-3403.87,PVC-145/01-T02-GC-970-40,1916.0,-790.9776291249734
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,760,40,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,4883.6,4883.6,12871.26,0.0,12871.26,0.0,0.0,0.0,0.0,12871.26,2.635608976984192,-311.48,-222.49,-1891.8,10979.46,7127.58,0.0,5743.68,177.81,18.02,850.56,2805.49,1060.36,2114.4,430.0,803.34,133.13,-1735.74,243.69,637.07,307.13,-2923.63,-2923.63,545.75,-3469.38,PVC-147/07-T25-GC-760-40,1917.0,-641.4313472028831
E28,Shrink Sleeve,PO,C8CF03,T27,Shrink Sleeve,TR,865,50,0.39,598.35,0.94,576714.394,1026.2730555555556,614071.8659999999,1577.8052777777777,3072.7,2893.44,16201.68,0.0,16201.68,0.0,0.0,-955.37,0.0,15246.31,5.269267722848928,0.0,0.0,-555.53,14690.78,11672.79,2268.7,1304.82,354.93,6.8,459.91,-72.35,773.25,755.51,131.11,311.04,174.49,-2217.75,145.1,379.31,182.86,-2925.02,-2925.02,531.06,-3456.08,PP-C8CF03-T27-TR-865-50,1918.0,-604.8805978351029
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,870,40,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,5648.5,5648.5,15430.75,0.0,15430.75,0.0,0.0,0.0,0.0,15430.75,2.7318314596795608,-259.84,0.0,-259.84,15170.91,8426.62,0.0,7004.13,240.2,26.7,1262.44,5214.95,1639.07,3136.73,637.89,1200.94,195.54,-1595.22,281.86,736.84,355.23,-2969.15,-2969.15,824.45,-3793.6,PVC-147/07-T25-GC-870-40,1919.0,-563.2054662299727
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,1035,40,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,2979.2,2979.2,7745.92,0.0,7745.92,0.0,0.0,0.0,0.0,7745.92,2.6,-271.11,-193.65,-1821.33,5924.59,4411.92,0.0,3334.0,133.96,11.93,567.11,799.67,735.98,1407.57,285.99,539.07,87.65,-2256.59,148.66,388.64,187.36,-2981.25,-2981.25,370.09,-3351.34,PVC-147/07-T25-GC-1035-40,1920.0,-1072.1772623523095
K18,Cooling Tower,PVC,459/57,ZZZ,Cooling Tower,BK,590,450,0.92,1892.59,0.95,322372.39999999997,179.3972222222222,339525.39999999997,15.078333333333337,24758.0,24758.0,29214.44,0.0,29214.44,0.0,-584.29,0.0,0.0,28630.15,1.1563999515308183,0.0,0.0,-1321.13,27309.02,13664.76,0.0,14965.39,838.47,63.59,1151.65,11590.55,4001.2,3248.63,1286.12,1401.57,378.04,1274.99,577.36,2133.64,1557.04,-2993.05,-2993.05,500.31,-3493.36,PVC-459/57-ZZZ-BK-590-450,1921.0,-228.79943854511674
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,475,50,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,7564.2,7335.34,19969.5,0.0,19969.5,0.0,0.0,-604.19,-580.98,18784.33,2.5607988177780445,0.0,0.0,-777.46,18006.87,11070.41,0.0,7713.92,567.46,131.35,1176.72,5060.93,1762.11,2469.59,703.04,1148.87,188.34,-1211.02,366.02,956.91,461.32,-2995.27,-2995.27,781.0,-3776.27,PVC-147/07-T25-GC-475-50,1922.0,-437.5055674038286
E26,Shrink Sleeve,PET,G25F21,T42,Shrink Sleeve,MC,800,50,0.72,531.62,0.86,612708.3749999999,1343.6008333333336,714283.788,520.1650000000001,1693.7,1693.7,6205.06,2450.0,8655.06,0.0,0.0,0.0,0.0,8655.06,5.110149377103383,-10.03,0.0,-4210.58,4444.48,4679.79,0.0,3975.27,51.22,1.75,523.21,-811.49,830.76,686.3,171.59,332.64,157.98,-2990.76,2.98,7.79,3.75,-3005.28,-3005.28,591.65,-3596.93,PETG-G25F21-T42-MC-800-50,1923.0,-943.2998486154573
K06,Shrink Sleeve,PVC,148/05,T30,Shrink Sleeve,GC,667,40,0.84,1166.43,0.96,1406446.2790000003,1250.1388888888891,1458195.2690000003,245.61055555555555,9229.5,9229.5,26765.55,0.0,26765.55,0.0,0.0,0.0,0.0,26765.55,2.9,0.0,0.0,-1348.3,25417.25,15253.78,0.0,11511.77,910.76,34.5,1573.54,7644.67,2078.03,3860.33,764.77,1490.66,220.55,-769.67,460.55,1203.99,580.44,-3014.65,-3014.65,1007.66,-4022.31,PVC-148/05-T30-GC-667-40,1924.0,-380.99335819925244
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,596,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,11105.0,11105.0,36013.28,0.0,36013.28,0.0,0.0,0.0,0.0,36013.28,3.2429788383610987,0.0,0.0,-1783.12,34230.16,20688.63,0.0,15324.65,354.19,333.87,2197.65,10655.82,3557.85,3463.14,1488.59,2118.07,358.89,-330.72,554.15,1448.65,698.38,-3031.9,-3031.9,1415.39,-4447.29,PVC-148/07-T35-GC-596-50,1925.0,-286.6421873930662
K10,Cards Core,PVC,230/58,ZZZ,Cards Core,WH,700,300,0.7,956.18,0.94,1323967.791,1470.1377777777773,1405711.791,636.7005555555555,16110.0,16110.0,37386.33,0.0,37386.33,0.0,0.0,0.0,-934.66,36451.67,2.262673494723774,0.0,0.0,-1955.3,34496.37,17315.1,0.0,19136.57,396.88,72.07,1711.7,15000.62,4734.34,4719.85,1534.98,2131.29,500.44,1379.72,596.08,2812.49,1013.16,-3042.01,-3042.01,1056.24,-4098.25,PVC-230/58-ZZZ-WH-700-300,1926.0,-180.5530181129733
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,425,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,3435.5,3435.5,10100.37,0.0,10100.37,-542.49,0.0,0.0,-286.74,9271.14,2.6986290205210306,0.0,0.0,-345.13,8926.01,6252.89,0.0,3018.25,307.67,36.39,721.68,1607.38,963.28,1651.92,396.68,691.61,113.65,-2209.76,171.44,448.16,216.05,-3045.41,-3045.41,469.56,-3514.97,PVC-148/07-T35-GC-425-50,1927.0,-930.678359743851
K10,Cards Core,PVC,230/58,ZZZ,Cards Core,OP,520,125,0.7,956.18,0.94,1323967.791,1470.1377777777773,1405711.791,636.7005555555555,7085.0,7085.0,16553.75,0.0,16553.75,0.0,0.0,0.0,-662.15,15891.6,2.2429922371206774,0.0,0.0,-2027.25,13864.35,8532.31,0.0,7359.29,680.45,23.25,617.3,4011.04,2103.09,1615.06,506.99,748.27,140.77,-1103.14,262.15,1236.9,445.58,-3047.77,-3047.77,331.47,-3379.24,PVC-230/58-ZZZ-OP-520-125,1928.0,-411.32204920254054
K18,Cards Overlay,PVC,278/01,H140,Cards Coated Overlay-WF,GC,529,100,1.0,882.02,0.98,202306.0,234.72361111111113,207030.0,0.0008333333333333334,3630.0,3630.0,22800.75,0.0,22800.75,0.0,0.0,0.0,0.0,22800.75,6.281198347107438,0.0,0.0,-706.49,22094.26,10748.81,0.0,12051.94,495.58,41.26,1792.92,9015.69,3753.03,4698.32,1123.6,1388.66,115.29,-2063.21,134.32,633.72,228.3,-3059.55,-3059.55,1517.36,-4576.91,PVC-278/01-H140-GC-529-100,1929.0,-743.4116504132231
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,WH,310,100,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,11001.0,11001.0,35178.94,0.0,35178.94,0.0,0.0,0.0,-770.07,34408.87,3.127794745932188,0.0,0.0,-2635.5,31773.37,17271.51,0.0,17137.36,1056.74,124.65,1614.14,11706.33,4057.61,4008.68,1308.89,1881.35,490.96,-41.16,407.04,1920.56,691.85,-3060.61,-3060.61,858.5,-3919.11,PVC-230/18-ZZZ-WH-310-100,1930.0,-253.06996403054268
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,850,50,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,5255.3,5255.3,13926.55,0.0,13926.55,0.0,0.0,0.0,0.0,13926.55,2.6500009514204708,0.0,-348.16,-1357.05,12569.5,7925.96,0.0,6000.59,358.33,21.53,974.31,3289.37,1070.05,2447.9,501.05,904.95,161.0,-1795.58,262.24,685.55,330.51,-3073.88,-3073.88,595.69,-3669.57,PVC-147/07-T25-GC-850-50,1931.0,-626.6964754057809
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,1180,45,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,16754.1,16754.1,52440.34,0.0,52440.34,0.0,0.0,0.0,0.0,52440.34,3.130000417808178,-779.66,0.0,-779.66,51660.68,30546.26,0.0,21894.08,459.17,61.8,3199.14,17394.31,3529.94,7821.09,1601.7,2935.6,506.39,999.59,836.03,2185.57,1053.66,-3075.67,-3075.67,1938.06,-5013.73,PVC-148/07-T35-GC-1180-45,1932.0,-192.73581847428395
K10,Cards Core,PVC,230/58,ZZZ,Cards Core,WH,700,200,0.7,956.18,0.94,1323967.791,1470.1377777777773,1405711.791,636.7005555555555,5404.0,5404.0,12423.44,0.0,12423.44,0.0,0.0,0.0,-310.59,12112.85,2.2414600296076985,0.0,0.0,-618.74,11494.11,6074.93,0.0,6037.92,133.12,31.36,785.74,4468.96,2059.43,2130.69,686.12,959.66,229.04,-1595.98,199.95,943.43,339.86,-3079.22,-3079.22,469.44,-3548.66,PVC-230/58-ZZZ-WH-700-200,1933.0,-544.8350443375276
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,WH,218,140,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,12973.1,12973.1,26373.64,0.0,26373.64,0.0,0.0,0.0,-281.48,26092.16,2.0112509731675545,0.0,0.0,-1418.01,24674.15,16020.7,0.0,10071.46,166.41,6.91,952.43,7527.7,2872.84,1952.04,895.34,1138.01,353.23,316.24,687.31,1909.27,815.88,-3096.22,-3096.22,784.54,-3880.76,PVC-225/05-ZZZ-WH-218-140,1934.0,-247.49282575483113
K18,Cards Overlay,PVC,278/01,H140,Cards Coated Overlay-WF,GC,305,80,1.0,882.02,0.98,202306.0,234.72361111111113,207030.0,0.0008333333333333334,1684.0,1684.0,11784.6,0.0,11784.6,0.0,0.0,0.0,0.0,11784.6,6.997980997624702,0.0,0.0,-351.94,11432.66,6177.75,0.0,5606.85,42.08,42.02,1076.47,4094.34,2803.96,2345.75,690.56,794.76,95.95,-2636.64,62.31,293.99,105.91,-3098.85,-3098.85,852.95,-3951.8,PVC-278/01-H140-GC-305-80,1935.0,-1623.0686918052254
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,397,50,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,7993.9,7993.9,22071.96,0.0,22071.96,0.0,0.0,0.0,0.0,22071.96,2.761100339008494,0.0,0.0,-1106.24,20965.72,11881.59,0.0,10190.37,1074.61,30.08,1384.19,6595.25,2049.37,3449.84,693.96,1354.38,204.54,-1156.84,398.89,1042.8,502.74,-3101.27,-3101.27,963.54,-4064.81,PVC-147/07-T25-GC-397-50,1936.0,-415.6700395051227
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,259,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,4468.5,4468.5,13137.39,0.0,13137.39,-20.82,0.0,-314.05,-384.07,12418.45,2.779109320801164,0.0,0.0,-555.34,11863.11,8104.04,0.0,4314.41,310.34,47.88,862.58,2538.27,1181.09,1996.87,438.74,822.83,119.72,-2020.98,222.98,582.91,281.02,-3107.89,-3107.89,557.75,-3665.64,PVC-148/07-T35-GC-259-50,1937.0,-730.2098315094552
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,945,45,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,11295.9,11295.9,31148.51,0.0,31148.51,0.0,0.0,0.0,0.0,31148.51,2.7575058206960046,0.0,0.0,-1233.5,29915.01,16917.46,0.0,14231.05,748.37,44.56,2022.82,10181.8,2258.36,5068.29,1034.07,1883.12,328.74,-390.78,563.66,1473.55,710.4,-3138.39,-3138.39,1243.96,-4382.35,PVC-147/07-T25-GC-945-45,1938.0,-297.68292757549204
K06,Shrink Sleeve,PVC,148/05,T30,Shrink Sleeve,GC,360,45,0.84,1166.43,0.96,1406446.2790000003,1250.1388888888891,1458195.2690000003,245.61055555555555,5921.9,5921.9,16048.34,0.0,16048.34,-73.43,0.0,0.0,-479.25,15495.66,2.6166703254023203,0.0,0.0,-463.55,15032.11,9641.51,0.0,5854.15,448.26,22.0,1063.01,3857.33,1281.04,2606.63,524.38,1000.04,157.22,-1711.98,295.5,772.52,372.43,-3152.43,-3152.43,677.12,-3829.55,PVC-148/05-T30-GC-360-45,1939.0,-620.9306008037962
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,WH,620,200,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,7095.0,7095.0,17681.23,0.0,17681.23,0.0,0.0,0.0,-496.66,17184.57,2.4220676532769554,0.0,0.0,-246.8,16937.77,11028.96,0.0,6155.61,681.46,30.43,764.93,4431.99,1850.48,2082.22,609.53,923.29,209.19,-1242.72,262.52,1238.65,446.2,-3190.09,-3190.09,448.22,-3638.31,PVC-230/18-ZZZ-WH-620-200,1940.0,-408.9924688794926
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,1280,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,5241.1,5241.1,15778.6,0.0,15778.6,0.0,0.0,0.0,0.0,15778.6,3.010551220163706,0.0,0.0,-1125.18,14653.42,9424.38,0.0,6354.22,212.54,23.29,1086.35,3906.86,1380.05,2699.86,546.75,1031.43,167.12,-1918.35,261.54,683.7,329.62,-3193.21,-3193.21,704.7,-3897.91,PVC-148/07-T35-GC-1280-50,1941.0,-639.6594697487169
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,575,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,6344.9,6344.9,19619.81,0.0,19619.81,0.0,0.0,0.0,-484.59,19135.22,3.0158426452741574,0.0,0.0,-1218.98,17916.24,11638.42,0.0,7496.8,300.15,25.79,1217.26,4734.62,1401.89,3032.92,618.0,1145.78,193.87,-1657.84,316.63,827.71,399.04,-3201.22,-3201.22,775.18,-3976.4,PVC-148/07-T35-GC-575-50,1942.0,-529.7055691657868
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,607,50,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,36805.5,36805.5,119617.94,0.0,119617.94,0.0,0.0,0.0,0.0,119617.94,3.2500017660404015,0.0,0.0,-5029.24,114588.7,76722.37,0.0,42895.57,9677.05,982.99,2831.99,24374.3,8307.48,7379.43,694.62,1391.58,882.6,5718.59,1836.57,4801.3,2314.7,-3233.98,-3233.98,5201.57,-8435.55,PETG-G10F22-T38-GC-607-50,1943.0,-63.35105460325223
K06,Shrink Sleeve,PVC,148/05,T30,Shrink Sleeve,GC,1000,40,0.84,1166.43,0.96,1406446.2790000003,1250.1388888888891,1458195.2690000003,245.61055555555555,8785.1,8785.1,26794.56,0.0,26794.56,0.0,0.0,0.0,-535.89,26258.67,2.989000694357492,0.0,0.0,-1065.94,25192.73,14571.75,0.0,11686.92,209.15,37.31,1892.95,8481.57,2085.26,4581.0,926.01,1721.86,282.75,-1115.31,438.37,1146.02,552.49,-3252.19,-3252.19,1113.6,-4365.79,PVC-148/05-T30-GC-1000-40,1944.0,-431.8052135661518
K18,Cards Overlay,PVC,278/01,H140,Cards Coated Overlay-WF,GC,658,80,1.0,882.02,0.98,202306.0,234.72361111111113,207030.0,0.0008333333333333334,2087.0,2087.0,15026.4,0.0,15026.4,0.0,0.0,0.0,0.0,15026.4,7.2,0.0,0.0,-411.93,14614.47,7671.37,0.0,7355.03,51.76,44.46,1350.19,5496.69,3208.78,3034.12,860.53,996.98,83.06,-2686.78,77.22,364.35,131.25,-3259.6,-3259.6,1078.46,-4338.06,PVC-278/01-H140-GC-658-80,1945.0,-1377.5909880210827
K06,Shrink Sleeve,PVC,145/01,T02,Shrink Sleeve,GC,830,40,0.95,1270.8,0.95,821971.0649999997,682.0386111111112,866737.0639999998,39.206944444444446,3987.5,3987.5,9370.63,0.0,9370.63,0.0,0.0,0.0,0.0,9370.63,2.3500012539184962,-327.97,-234.27,-1562.45,7808.18,5222.8,0.0,4147.83,113.04,15.04,760.14,1697.16,920.07,1863.58,379.89,709.37,117.43,-2293.18,198.98,520.17,250.77,-3263.1,-3263.1,478.22,-3741.32,PVC-145/01-T02-GC-830-40,1946.0,-1039.9366721003134
K18,Cards Overlay,PVC,278/01,SB8,Cards Coated Overlay,GC,1150,80,1.0,759.26,1.0,936.0,1.2327777777777778,936.0,0.0,690.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-483.79,-483.79,1172.95,0.0,-1172.95,0.0,9.63,214.36,-1880.73,370.63,549.65,150.12,162.95,29.53,-3143.61,25.53,120.46,43.39,-3332.99,-3332.99,132.47,-3465.46,PVC-278/01-SB8-GC-1150-80,1947.0,-3667.5449092753624
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,1220,155,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,63932.8,63527.4,160335.94,0.0,160335.94,0.0,-5687.24,-1029.83,-9558.36,144060.51,2.2676909491022768,0.0,0.0,-4444.43,139616.08,83971.94,0.0,60088.57,0.0,916.42,6063.14,48664.58,10781.87,11574.19,5049.07,5774.51,2111.88,13373.06,3365.69,9349.34,3995.23,-3337.2,-3337.2,2468.47,-5805.67,PVC-225/05-ZZZ-OP-1220-155,1948.0,-54.47480973564162
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,905,50,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,12871.3,12871.3,41188.16,0.0,41188.16,0.0,0.0,0.0,0.0,41188.16,3.2,-1235.64,0.0,-3574.45,37613.71,23648.64,0.0,17539.52,818.87,48.49,2167.16,10930.55,2379.47,5375.14,1079.7,1999.52,332.6,-235.88,642.27,1679.06,809.47,-3366.68,-3366.68,1295.01,-4661.69,PVC-148/07-T35-GC-905-50,1949.0,-274.61434860503607
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,820,40,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,26333.3,26333.3,72568.73,0.0,72568.73,0.0,0.0,0.0,-725.68,71843.05,2.72822054205132,0.0,0.0,-2696.99,69146.06,39392.38,0.0,32450.67,1888.86,92.08,3933.33,23839.41,4526.04,9941.01,2012.28,3689.25,634.04,3036.79,1314.03,3435.18,1656.1,-3368.52,-3368.52,2437.09,-5805.61,PVC-147/07-T25-GC-820-40,1950.0,-137.05715078626682
K06,Shrink Sleeve,PVC,148/07,T35,Shrink Sleeve,GC,780,47,0.71,1049.89,0.94,1367437.0659999996,1379.2075,1448022.051,574.4799999999999,7083.6,7083.6,20188.27,0.0,20188.27,0.0,0.0,0.0,-201.88,19986.39,2.8215017787565646,0.0,0.0,-1045.13,18941.26,12874.11,0.0,7112.28,565.23,24.73,1158.18,4319.01,1388.09,2811.14,555.85,1073.35,160.72,-1670.14,353.47,924.06,445.48,-3393.15,-3393.15,703.67,-4096.82,PVC-148/07-T35-GC-780-47,1951.0,-502.9129614179231
